,user_id,show_id,rating
18255,115.0,s906,5.0
18256,115.0,s4145,3.0
18257,115.0,s235,3.0
18258,115.0,s3974,4.0
18259,115.0,s4312,4.0
18260,115.0,s3740,4.0
18261,115.0,s1808,5.0
18262,116.0,s1463,3.5
18263,116.0,s4290,3.5
18264,116.0,s1644,1.0
18265,116.0,s7244,4.0
18266,116.0,s4323,4.5
18267,116.0,s5619,3.5
18268,116.0,s8636,2.5
18269,116.0,s1629,4.5
18270,116.0,s7379,4.0
18271,116.0,s8484,4.0
18272,116.0,s5540,5.0
18273,116.0,s1581,3.5
18274,116.0,s5383,3.0
18275,116.0,s2888,4.0
18276,116.0,s4,3.0
18277,116.0,s359,2.0
18278,116.0,s3979,4.0
18279,116.0,s2355,5.0
18280,116.0,s806,3.5
18281,116.0,s8238,4.0
18282,116.0,s1753,4.5
18283,116.0,s3186,2.0
18284,116.0,s6735,4.5
18285,116.0,s2116,4.0
18286,116.0,s8331,2.5
18287,116.0,s1430,1.5
18288,116.0,s2636,3.0
18289,116.0,s4847,1.0
18290,116.0,s180,3.0
18291,116.0,s2394,5.0
18292,116.0,s856,3.5
18293,116.0,s6614,1.0
18294,116.0,s2509,4.5
18295,116.0,s7079,5.0
18296,116.0,s3936,3.0
18297,116.0,s3281,4.0
18298,116.0,s4825,5.0
18299,116.0,s3364,2.5
18300,116.0,s3768,3.0
18301,116.0,s4969,2.0
18302,116.0,s190,4.5
18303,116.0,s37,3.5
18304,116.0,s4138,4.0
18305,116.0,s8135,3.5
18306,116.0,s2122,1.5
18307,116.0,s3474,4.0
18308,116.0,s6112,4.5
18309,116.0,s1981,5.0
18310,116.0,s2933,2.5
18311,116.0,s6474,3.5
18312,116.0,s5592,4.5
18313,116.0,s7050,3.0
18314,116.0,s1226,3.5
18315,116.0,s3723,4.0
18316,116.0,s637,3.5
18317,116.0,s4415,4.0
18318,116.0,s4691,3.0
18319,116.0,s8105,4.5
18320,116.0,s59,4.0
18321,116.0,s7589,3.0
18322,116.0,s3583,5.0
18323,116.0,s31,2.0
18324,116.0,s3033,3.5
18325,116.0,s4369,4.5
18326,116.0,s6608,1.5
18327,116.0,s6240,4.5
18328,116.0,s2570,4.0
18329,116.0,s8023,2.0
18330,116.0,s595,3.0
18331,116.0,s8784,0.5
18332,116.0,s5695,3.5
18333,116.0,s6358,5.0
18334,116.0,s8532,3.0
18335,116.0,s5279,3.0
18336,116.0,s251,2.0
18337,116.0,s7246,2.5
18338,116.0,s4161,4.5
18339,116.0,s5370,2.5
18340,116.0,s881,2.5
18341,116.0,s2489,4.0
18342,116.0,s707,3.5
18343,116.0,s7941,3.5
18344,116.0,s267,4.0
18345,116.0,s6966,4.0
18346,116.0,s4701,4.5
18347,116.0,s3788,2.5
18348,116.0,s1635,4.0
18349,117.0,s5113,3.0
18350,117.0,s8490,3.0
18351,117.0,s4032,3.0
18352,117.0,s1553,3.0
18353,117.0,s5059,4.0
18354,117.0,s6465,3.0
18355,117.0,s1257,4.0
18356,117.0,s8228,3.0
18357,117.0,s2501,2.0
18358,117.0,s5509,4.0
18359,117.0,s4071,4.0
18360,117.0,s7641,3.0
18361,117.0,s2389,3.0
18362,117.0,s1555,3.0
18363,117.0,s4551,3.0
18364,117.0,s7857,3.0
18365,117.0,s2389,4.0
18366,117.0,s1465,2.0
18367,117.0,s3110,4.0
18368,117.0,s7750,3.0
18369,117.0,s1644,4.0
18370,117.0,s2248,3.0
18371,117.0,s6026,4.0
18372,117.0,s4750,4.0
18373,117.0,s1005,3.0
18374,117.0,s2552,5.0
18375,117.0,s8605,4.0
18376,117.0,s7783,4.0
18377,117.0,s6506,3.0
18378,117.0,s3134,3.0
18379,117.0,s6158,3.0
18380,117.0,s5389,3.0
18381,117.0,s1896,3.0
18382,117.0,s7050,3.0
18383,117.0,s3121,3.0
18384,117.0,s2255,3.0
18385,117.0,s1063,3.0
18386,117.0,s3446,3.0
18387,117.0,s2731,2.0
18388,117.0,s5525,3.0
18389,117.0,s2005,4.0
18390,117.0,s6599,3.0
18391,117.0,s2954,3.0
18392,117.0,s1783,3.0
18393,117.0,s4937,2.0
18394,117.0,s5305,3.0
18395,117.0,s8238,3.0
18396,117.0,s4663,3.0
18397,117.0,s1674,4.0
18398,117.0,s4184,4.0
18399,117.0,s1147,4.0
18400,117.0,s4117,3.0
18401,117.0,s4419,3.0
18402,117.0,s6068,3.0
18403,117.0,s4225,4.0
18404,117.0,s7866,4.0
18405,117.0,s6313,3.0
18406,117.0,s2575,4.0
18407,117.0,s2087,3.0
18408,117.0,s8210,3.0
18409,117.0,s828,2.0
18410,117.0,s5995,4.0
18411,117.0,s2836,3.0
18412,117.0,s1534,4.0
18413,117.0,s493,4.0
18414,117.0,s7522,3.0
18415,117.0,s5366,3.0
18416,117.0,s2175,3.0
18417,117.0,s3474,5.0
18418,117.0,s6851,3.0
18419,117.0,s2995,3.0
18420,117.0,s3362,3.0
18421,117.0,s8461,2.0
18422,117.0,s5290,3.0
18423,117.0,s3641,3.0
18424,117.0,s775,3.0
18425,117.0,s1493,4.0
18426,117.0,s2811,3.0
18427,117.0,s582,4.0
18428,117.0,s7839,4.0
18429,117.0,s1455,3.0
18430,117.0,s6079,4.0
18431,117.0,s1276,3.0
18432,117.0,s3487,4.0
18433,117.0,s7570,3.0
18434,117.0,s2412,3.0
18435,117.0,s1681,3.0
18436,117.0,s2942,3.0
18437,117.0,s7527,4.0
18438,117.0,s4127,3.0
18439,117.0,s5384,3.0
18440,117.0,s561,4.0
18441,117.0,s2995,3.0
18442,117.0,s3590,3.0
18443,117.0,s3248,4.0
18444,117.0,s6405,3.0
18445,117.0,s8687,5.0
18446,117.0,s977,4.0
18447,117.0,s249,4.0
18448,117.0,s1290,3.0
18449,117.0,s7500,4.0
18450,117.0,s3654,3.0
18451,117.0,s8129,3.0
18452,117.0,s5232,5.0
18453,117.0,s7682,3.0
18454,117.0,s3368,3.0
18455,117.0,s7382,3.0
18456,117.0,s1336,4.0
18457,117.0,s4748,4.0
18458,117.0,s7511,4.0
18459,117.0,s2394,4.0
18460,117.0,s7228,2.0
18461,117.0,s2055,3.0
18462,117.0,s8132,4.0
18463,117.0,s5489,4.0
18464,117.0,s301,4.0
18465,117.0,s2067,4.0
18466,117.0,s3794,4.0
18467,117.0,s8380,3.0
18468,117.0,s2978,5.0
18469,117.0,s3954,4.0
18470,117.0,s7128,4.0
18471,117.0,s3443,4.0
18472,117.0,s1363,3.0
18473,117.0,s5364,3.0
18474,117.0,s6847,3.0
18475,117.0,s3867,4.0
18476,117.0,s632,3.0
18477,117.0,s31,3.0
18478,117.0,s2362,3.0
18479,117.0,s3673,3.0
18480,117.0,s1357,3.0
18481,117.0,s7436,3.0
18482,117.0,s8310,3.0
18483,117.0,s7382,4.0
18484,117.0,s3600,3.0
18485,117.0,s6324,2.0
18486,117.0,s4410,4.0
18487,117.0,s3895,3.0
18488,117.0,s449,3.0
18489,117.0,s481,3.0
18490,117.0,s73,3.0
18491,117.0,s2562,3.0
18492,117.0,s473,3.0
18493,117.0,s4524,4.0
18494,117.0,s1673,3.0
18495,117.0,s5348,3.0
18496,117.0,s2952,4.0
18497,117.0,s2850,3.0
18498,117.0,s5909,3.0
18499,117.0,s6908,4.0
18500,117.0,s4986,3.0
18501,117.0,s7589,3.0
18502,117.0,s2480,3.0
18503,117.0,s6354,3.0
18504,117.0,s7871,3.0
18505,117.0,s4071,3.0
18506,117.0,s2179,3.0
18507,117.0,s6803,4.0
18508,117.0,s7626,3.0
18509,117.0,s1073,3.0
18510,117.0,s5857,4.0
18511,117.0,s444,4.0
18512,117.0,s4265,3.0
18513,117.0,s6648,4.0
18514,118.0,s4589,2.0
18515,118.0,s3937,2.0
18516,118.0,s7526,4.0
18517,118.0,s7572,4.0
18518,118.0,s5928,4.0
18519,118.0,s6110,4.0
18520,118.0,s4516,5.0
18521,118.0,s545,3.0
18522,118.0,s3941,4.0
18523,118.0,s5413,4.0
18524,118.0,s8333,5.0
18525,118.0,s8528,5.0
18526,118.0,s6118,4.0
18527,118.0,s1571,3.0
18528,118.0,s7204,4.0
18529,118.0,s5036,4.0
18530,118.0,s7783,5.0
18531,118.0,s5769,4.0
18532,118.0,s8689,4.0
18533,118.0,s2359,3.0
18534,118.0,s801,3.0
18535,118.0,s5752,4.0
18536,119.0,s6805,3.5
18537,119.0,s872,4.0
18538,119.0,s5829,3.0
18539,119.0,s5429,5.0
18540,119.0,s7845,3.0
18541,119.0,s6744,5.0
18542,119.0,s1454,4.0
18543,119.0,s7954,4.0
18544,119.0,s4834,4.5
18545,119.0,s4296,4.0
18546,119.0,s8347,5.0
18547,119.0,s5581,4.0
18548,119.0,s4536,4.0
18549,119.0,s1731,4.0
18550,119.0,s3522,4.0
18551,119.0,s4401,4.0
18552,119.0,s8605,4.0
18553,119.0,s2008,4.0
18554,119.0,s7613,5.0
18555,119.0,s5364,4.0
18556,119.0,s6033,3.0
18557,119.0,s3929,4.0
18558,119.0,s7548,4.0
18559,119.0,s4401,3.0
18560,119.0,s8515,4.0
18561,119.0,s8059,5.0
18562,119.0,s7026,4.5
18563,119.0,s2933,5.0
18564,119.0,s5942,5.0
18565,119.0,s2752,4.0
18566,119.0,s6050,4.0
18567,119.0,s6938,3.5
18568,119.0,s6041,4.0
18569,119.0,s3391,4.0
18570,119.0,s3726,4.5
18571,119.0,s8513,4.0
18572,119.0,s3608,4.0
18573,119.0,s4937,4.0
18574,119.0,s6604,5.0
18575,119.0,s8528,3.5
18576,119.0,s7299,4.5
18577,119.0,s4673,3.5
18578,119.0,s7629,4.0
18579,119.0,s5061,4.0
18580,119.0,s1290,4.0
18581,119.0,s4161,4.5
18582,119.0,s4419,5.0
18583,119.0,s552,5.0
18584,119.0,s6354,5.0
18585,119.0,s3641,4.0
18586,119.0,s7730,4.5
18587,119.0,s7493,4.0
18588,119.0,s206,4.0
18589,119.0,s5821,4.0
18590,119.0,s2072,3.0
18591,119.0,s6754,4.5
18592,119.0,s4551,4.5
18593,119.0,s7588,4.5
18594,119.0,s8756,4.0
18595,119.0,s4490,4.0
18596,119.0,s3641,4.5
18597,119.0,s3638,4.0
18598,119.0,s3760,4.5
18599,119.0,s5619,5.0
18600,119.0,s6240,3.5
18601,119.0,s7531,4.5
18602,119.0,s8235,3.5
18603,119.0,s8551,3.5
18604,119.0,s7526,4.0
18605,119.0,s8528,4.0
18606,119.0,s98,5.0
18607,119.0,s4419,4.0
18608,119.0,s4622,4.0
18609,119.0,s4140,4.0
18610,119.0,s2208,4.0
18611,119.0,s6599,4.0
18612,119.0,s6755,3.5
18613,119.0,s5967,4.0
18614,119.0,s1114,4.0
18615,119.0,s8152,3.5
18616,119.0,s4571,4.5
18617,119.0,s7600,4.0
18618,119.0,s8763,4.0
18619,119.0,s8627,3.5
18620,119.0,s7544,4.0
18621,119.0,s4297,4.0
18622,119.0,s3551,4.0
18623,119.0,s4410,5.0
18624,119.0,s3477,4.0
18625,119.0,s4776,3.5
18626,119.0,s6636,5.0
18627,119.0,s7361,3.5
18628,119.0,s3966,4.5
18629,119.0,s1696,4.5
18630,119.0,s1707,4.0
18631,119.0,s771,4.5
18632,119.0,s1409,4.5
18633,119.0,s8265,4.0
18634,119.0,s1377,4.0
18635,119.0,s1783,4.0
18636,119.0,s6449,3.0
18637,119.0,s3590,3.5
18638,119.0,s4031,3.5
18639,119.0,s3138,5.0
18640,119.0,s1930,4.0
18641,119.0,s4748,4.5
18642,119.0,s7536,3.5
18643,119.0,s5456,3.0
18644,119.0,s8613,5.0
18645,119.0,s1028,5.0
18646,119.0,s5341,4.0
18647,119.0,s37,4.0
18648,119.0,s7126,5.0
18649,119.0,s1547,5.0
18650,119.0,s3904,4.5
18651,119.0,s6041,5.0
18652,119.0,s473,4.5
18653,119.0,s3740,4.5
18654,119.0,s3990,4.0
18655,119.0,s4120,4.0
18656,119.0,s6987,3.5
18657,119.0,s8654,3.5
18658,119.0,s5732,5.0
18659,119.0,s806,4.0
18660,119.0,s2699,5.0
18661,119.0,s850,4.5
18662,119.0,s4435,4.0
18663,119.0,s6658,4.0
18664,119.0,s739,4.0
18665,119.0,s2933,4.5
18666,119.0,s4525,3.5
18667,119.0,s8395,5.0
18668,119.0,s6713,4.0
18669,119.0,s687,4.5
18670,119.0,s7303,4.0
18671,119.0,s6652,4.5
18672,119.0,s7656,4.5
18673,119.0,s3020,4.5
18674,119.0,s1384,4.0
18675,119.0,s7839,5.0
18676,119.0,s5355,4.5
18677,119.0,s8575,4.0
18678,119.0,s4730,4.5
18679,119.0,s5675,3.5
18680,119.0,s637,5.0
18681,119.0,s4415,4.0
18682,119.0,s2072,4.0
18683,119.0,s4644,4.0
18684,119.0,s1844,4.0
18685,119.0,s2768,5.0
18686,119.0,s4564,4.5
18687,119.0,s1085,5.0
18688,119.0,s3749,5.0
18689,119.0,s4384,3.5
18690,119.0,s7500,5.0
18691,119.0,s5125,5.0
18692,119.0,s1540,4.0
18693,119.0,s2180,4.5
18694,119.0,s2917,4.5
18695,119.0,s8385,4.5
18696,119.0,s1449,5.0
18697,119.0,s116,4.0
18698,119.0,s5889,4.5
18699,119.0,s3605,3.5
18700,119.0,s1257,5.0
18701,119.0,s8014,4.0
18702,119.0,s5192,4.0
18703,119.0,s5357,4.0
18704,119.0,s7350,3.0
18705,119.0,s694,4.5
18706,119.0,s3981,4.5
18707,119.0,s2122,3.5
18708,119.0,s4401,5.0
18709,119.0,s8402,4.0
18710,119.0,s7739,4.5
18711,119.0,s779,5.0
18712,119.0,s1465,4.0
18713,119.0,s7883,5.0
18714,119.0,s2519,4.0
18715,119.0,s7626,5.0
18716,119.0,s4249,4.0
18717,119.0,s515,4.0
18718,119.0,s6835,4.0
18719,119.0,s6890,4.5
18720,119.0,s8528,4.0
18721,119.0,s8523,4.5
18722,119.0,s5290,4.0
18723,119.0,s5592,3.0
18724,119.0,s2909,3.5
18725,119.0,s1547,4.0
18726,119.0,s6324,3.5
18727,119.0,s5113,4.0
18728,119.0,s8461,4.5
18729,119.0,s3615,4.0
18730,119.0,s8762,3.5
18731,119.0,s7903,4.0
18732,119.0,s6674,4.5
18733,119.0,s3130,3.0
18734,119.0,s6851,4.0
18735,119.0,s1692,3.5
18736,119.0,s7548,5.0
18737,119.0,s2180,3.5
18738,119.0,s3186,4.5
18739,119.0,s7285,5.0
18740,119.0,s1586,4.0
18741,119.0,s7291,4.0
18742,119.0,s1114,1.5
18743,119.0,s6858,4.5
18744,119.0,s6647,4.5
18745,119.0,s7466,5.0
18746,119.0,s3294,4.5
18747,119.0,s7244,4.5
18748,119.0,s822,4.5
18749,119.0,s7651,4.0
18750,119.0,s4772,4.5
18751,120.0,s6966,4.0
18752,120.0,s2636,3.0
18753,120.0,s1844,3.0
18754,120.0,s7575,3.0
18755,120.0,s4097,3.0
18756,120.0,s7126,5.0
18757,120.0,s190,5.0
18758,120.0,s6543,3.0
18759,120.0,s3955,3.0
18760,120.0,s7303,3.0
18761,120.0,s3088,4.0
18762,120.0,s2513,3.0
18763,120.0,s1040,3.0
18764,120.0,s3887,3.0
18765,120.0,s1524,2.0
18766,120.0,s3608,3.0
18767,120.0,s6557,4.0
18768,120.0,s7843,2.0
18769,120.0,s7954,5.0
18770,120.0,s700,2.0
18771,120.0,s8204,5.0
18772,120.0,s4673,4.0
18773,121.0,s6950,4.0
18774,121.0,s3884,3.0
18775,121.0,s2533,5.0
18776,121.0,s5445,4.0
18777,121.0,s2500,5.0
18778,121.0,s487,2.0
18779,121.0,s2450,3.0
18780,121.0,s368,4.0
18781,121.0,s2613,4.0
18782,121.0,s4172,1.0
18783,121.0,s4447,3.0
18784,121.0,s920,5.0
18785,121.0,s5492,3.0
18786,121.0,s4277,4.0
18787,121.0,s3131,4.0
18788,121.0,s4516,3.0
18789,121.0,s4589,3.0
18790,121.0,s1256,4.0
18791,121.0,s2706,3.0
18792,121.0,s187,3.0
18793,121.0,s1409,4.0
18794,121.0,s5410,3.0
18795,121.0,s7054,3.0
18796,121.0,s832,3.0
18797,121.0,s8712,2.0
18798,121.0,s1971,3.0
18799,121.0,s4423,1.0
18800,121.0,s7635,3.0
18801,121.0,s8393,4.0
18802,121.0,s1288,3.0
18803,121.0,s5028,4.0
18804,121.0,s4248,3.0
18805,121.0,s2958,3.0
18806,121.0,s5529,5.0
18807,121.0,s1630,4.0
18808,121.0,s7436,3.0
18809,121.0,s4440,3.0
18810,121.0,s1627,3.0
18811,121.0,s3337,4.0
18812,121.0,s7799,3.0
18813,121.0,s5411,3.0
18814,121.0,s2003,2.0
18815,121.0,s8359,3.0
18816,121.0,s4032,2.0
18817,121.0,s2020,4.0
18818,121.0,s2731,3.0
18819,121.0,s597,3.0
18820,121.0,s2796,3.0
18821,121.0,s8057,3.0
18822,121.0,s2115,3.0
18823,121.0,s5305,3.0
18824,121.0,s3329,4.0
18825,121.0,s8782,4.0
18826,121.0,s7858,4.0
18827,121.0,s3353,3.0
18828,121.0,s7500,3.0
18829,121.0,s288,3.0
18830,121.0,s493,4.0
18831,122.0,s7153,4.0
18832,122.0,s1429,3.5
18833,122.0,s3892,5.0
18834,122.0,s1403,4.5
18835,122.0,s3850,5.0
18836,122.0,s4937,4.5
18837,122.0,s5184,4.0
18838,122.0,s4440,5.0
18839,122.0,s8278,5.0
18840,122.0,s3939,4.5
18841,122.0,s8025,4.5
18842,122.0,s828,5.0
18843,122.0,s5448,5.0
18844,122.0,s8362,4.0
18845,122.0,s5396,5.0
18846,122.0,s1211,5.0
18847,122.0,s1488,5.0
18848,122.0,s1630,4.0
18849,122.0,s288,4.0
18850,122.0,s7778,4.0
18851,122.0,s8277,5.0
18852,122.0,s4846,4.5
18853,122.0,s6239,5.0
18854,122.0,s2692,4.5
18855,122.0,s3570,5.0
18856,122.0,s1119,5.0
18857,122.0,s3726,5.0
18858,122.0,s2928,5.0
18859,122.0,s5948,4.0
18860,122.0,s5763,5.0
18861,122.0,s2379,5.0
18862,122.0,s5370,5.0
18863,122.0,s8484,5.0
18864,122.0,s3077,5.0
18865,122.0,s3077,5.0
18866,122.0,s4599,5.0
18867,122.0,s4691,5.0
18868,122.0,s5992,5.0
18869,122.0,s3879,5.0
18870,122.0,s2471,5.0
18871,122.0,s1138,5.0
18872,122.0,s694,5.0
18873,122.0,s6702,5.0
18874,122.0,s4386,5.0
18875,122.0,s2402,5.0
18876,122.0,s1982,4.0
18877,122.0,s822,4.5
18878,122.0,s4692,5.0
18879,122.0,s4249,5.0
18880,122.0,s5357,5.0
18881,122.0,s7807,5.0
18882,122.0,s7839,5.0
18883,122.0,s559,5.0
18884,122.0,s628,4.5
18885,122.0,s4872,5.0
18886,122.0,s124,4.5
18887,122.0,s8347,4.5
18888,122.0,s8135,5.0
18889,122.0,s8125,5.0
18890,122.0,s2432,3.0
18891,122.0,s7682,5.0
18892,122.0,s4484,4.5
18893,122.0,s6608,5.0
18894,122.0,s242,4.5
18895,122.0,s58,5.0
18896,122.0,s2752,5.0
18897,122.0,s3138,4.0
18898,122.0,s4611,4.5
18899,122.0,s5238,5.0
18900,122.0,s1690,4.5
18901,122.0,s20,4.0
18902,122.0,s8094,4.5
18903,122.0,s4675,4.0
18904,122.0,s6831,5.0
18905,122.0,s1696,5.0
18906,122.0,s5348,4.5
18907,122.0,s6958,5.0
18908,122.0,s392,4.5
18909,122.0,s8195,5.0
18910,122.0,s2762,5.0
18911,122.0,s8714,5.0
18912,122.0,s5509,5.0
18913,122.0,s3583,4.5
18914,122.0,s2886,4.5
18915,122.0,s4566,4.5
18916,122.0,s1187,5.0
18917,122.0,s3908,5.0
18918,122.0,s3395,5.0
18919,122.0,s973,4.5
18920,122.0,s6103,5.0
18921,122.0,s1128,4.5
18922,122.0,s2562,5.0
18923,122.0,s2564,4.5
18924,122.0,s6081,5.0
18925,122.0,s6150,5.0
18926,122.0,s2812,5.0
18927,122.0,s1448,4.5
18928,122.0,s1917,4.0
18929,122.0,s43,4.5
18930,122.0,s2552,4.0
18931,122.0,s3781,5.0
18932,122.0,s8292,4.5
18933,122.0,s30,4.5
18934,122.0,s7713,5.0
18935,122.0,s1157,4.5
18936,122.0,s5640,4.5
18937,122.0,s2186,4.0
18938,122.0,s739,4.5
18939,122.0,s5303,5.0
18940,122.0,s2203,5.0
18941,122.0,s669,4.0
18942,122.0,s4663,5.0
18943,122.0,s1991,4.5
18944,122.0,s6592,5.0
18945,122.0,s1174,4.0
18946,122.0,s1580,4.5
18947,122.0,s5948,5.0
18948,122.0,s3879,4.0
18949,122.0,s4490,4.5
18950,122.0,s2516,4.0
18951,122.0,s6041,5.0
18952,122.0,s7416,4.5
18953,122.0,s1966,4.5
18954,122.0,s4772,4.5
18955,122.0,s8025,5.0
18956,122.0,s7941,4.0
18957,122.0,s8369,4.0
18958,122.0,s5028,5.0
18959,122.0,s7418,5.0
18960,122.0,s7244,3.5
18961,122.0,s1096,4.0
18962,122.0,s2420,4.5
18963,122.0,s3697,4.5
18964,122.0,s6081,4.5
18965,122.0,s4390,4.5
18966,122.0,s3522,4.5
18967,122.0,s2855,4.5
18968,122.0,s7531,4.5
18969,122.0,s6851,4.5
18970,122.0,s8577,5.0
18971,122.0,s3067,5.0
18972,122.0,s8262,4.0
18973,122.0,s7624,4.5
18974,122.0,s5104,4.0
18975,122.0,s5821,4.5
18976,122.0,s4679,5.0
18977,122.0,s2706,5.0
18978,122.0,s437,4.5
18979,122.0,s2432,4.5
18980,122.0,s8732,4.5
18981,122.0,s5763,4.0
18982,122.0,s6150,4.0
18983,122.0,s4310,5.0
18984,122.0,s5279,5.0
18985,122.0,s4072,5.0
18986,122.0,s4553,4.0
18987,122.0,s6604,4.0
18988,122.0,s3020,4.5
18989,122.0,s6573,4.5
18990,122.0,s3847,4.5
18991,122.0,s8439,5.0
18992,122.0,s1466,4.5
18993,122.0,s831,4.0
18994,122.0,s2361,4.5
18995,122.0,s3186,5.0
18996,122.0,s6607,4.5
18997,122.0,s3807,4.0
18998,122.0,s2864,5.0
18999,122.0,s1402,4.0
19000,122.0,s4425,5.0
19001,122.0,s4909,4.5
19002,122.0,s4922,4.5
19003,122.0,s2888,5.0
19004,122.0,s3134,5.0
19005,122.0,s3181,5.0
19006,122.0,s3824,4.5
19007,122.0,s224,5.0
19008,122.0,s3904,5.0
19009,122.0,s3995,5.0
19010,122.0,s243,4.5
19011,122.0,s8079,3.5
19012,122.0,s5843,4.5
19013,122.0,s8140,4.0
19014,122.0,s3781,5.0
19015,122.0,s6103,5.0
19016,122.0,s6851,4.5
19017,122.0,s4490,4.5
19018,122.0,s542,5.0
19019,122.0,s8022,5.0
19020,122.0,s2005,4.0
19021,122.0,s8577,5.0
19022,122.0,s2128,4.0
19023,122.0,s3048,4.0
19024,122.0,s3561,4.5
19025,122.0,s2646,4.5
19026,122.0,s5571,5.0
19027,122.0,s3990,3.5
19028,122.0,s6601,4.5
19029,122.0,s8019,4.5
19030,122.0,s4652,5.0
19031,122.0,s6901,4.5
19032,122.0,s6481,4.0
19033,122.0,s5540,4.5
19034,122.0,s542,4.5
19035,122.0,s794,4.5
19036,122.0,s3247,5.0
19037,122.0,s2008,5.0
19038,122.0,s5310,4.5
19039,122.0,s8132,4.5
19040,122.0,s2500,4.5
19041,122.0,s3498,4.0
19042,122.0,s6345,3.0
19043,122.0,s2043,4.5
19044,122.0,s5015,5.0
19045,122.0,s1896,2.0
19046,122.0,s458,4.5
19047,122.0,s3910,5.0
19048,122.0,s4069,4.0
19049,122.0,s872,4.0
19050,122.0,s6733,3.5
19051,122.0,s7526,4.0
19052,122.0,s401,4.5
19053,122.0,s315,4.5
19054,122.0,s1323,5.0
19055,122.0,s4033,5.0
19056,122.0,s2978,3.5
19057,122.0,s3504,4.5
19058,122.0,s1896,5.0
19059,122.0,s2062,3.5
19060,122.0,s1096,3.5
19061,122.0,s5640,5.0
19062,122.0,s5685,5.0
19063,122.0,s2513,5.0
19064,122.0,s2671,5.0
19065,122.0,s5078,5.0
19066,122.0,s4853,4.5
19067,122.0,s6735,3.5
19068,122.0,s7244,4.5
19069,122.0,s6354,4.0
19070,122.0,s5881,4.0
19071,122.0,s966,4.0
19072,122.0,s146,5.0
19073,122.0,s4266,4.5
19074,122.0,s3726,5.0
19075,122.0,s3424,4.5
19076,122.0,s1699,4.0
19077,122.0,s1290,5.0
19078,122.0,s2731,4.0
19079,122.0,s7379,4.5
19080,122.0,s8577,5.0
19081,122.0,s1644,5.0
19082,122.0,s5354,4.0
19083,122.0,s4437,3.5
19084,122.0,s3655,5.0
19085,122.0,s3910,4.5
19086,122.0,s2038,4.0
19087,122.0,s5438,4.0
19088,122.0,s3881,4.5
19089,122.0,s4566,4.5
19090,122.0,s8393,4.0
19091,122.0,s4793,5.0
19092,122.0,s2998,4.5
19093,122.0,s4846,4.5
19094,122.0,s1636,3.0
19095,122.0,s2123,5.0
19096,122.0,s7071,5.0
19097,122.0,s1073,4.5
19098,122.0,s3493,4.5
19099,122.0,s3239,5.0
19100,122.0,s7188,4.5
19101,122.0,s7807,4.0
19102,122.0,s2992,3.5
19103,122.0,s371,5.0
19104,122.0,s5489,4.5
19105,122.0,s2246,4.0
19106,122.0,s1457,4.0
19107,122.0,s3794,4.0
19108,122.0,s2562,4.5
19109,122.0,s6847,5.0
19110,122.0,s6103,5.0
19111,122.0,s5430,5.0
19112,122.0,s3764,5.0
19113,122.0,s4638,4.0
19114,122.0,s7177,5.0
19115,122.0,s2498,4.0
19116,122.0,s4648,4.0
19117,122.0,s8362,3.5
19118,122.0,s2125,5.0
19119,122.0,s5448,4.5
19120,122.0,s5335,3.5
19121,122.0,s7285,4.0
19122,122.0,s1433,4.0
19123,123.0,s8022,4.5
19124,123.0,s4679,4.5
19125,123.0,s8515,3.5
19126,123.0,s3449,4.0
19127,123.0,s8238,4.0
19128,123.0,s3350,4.0
19129,123.0,s2432,4.0
19130,123.0,s906,4.5
19131,123.0,s4961,4.0
19132,123.0,s8486,3.5
19133,123.0,s5699,4.5
19134,123.0,s3343,4.5
19135,123.0,s5672,4.0
19136,123.0,s5402,4.0
19137,123.0,s1318,3.5
19138,123.0,s8466,3.5
19139,123.0,s2979,3.5
19140,123.0,s5946,3.5
19141,123.0,s1947,4.0
19142,123.0,s1195,4.0
19143,123.0,s6474,4.0
19144,123.0,s4920,3.5
19145,123.0,s994,4.0
19146,123.0,s7673,4.5
19147,123.0,s3882,4.0
19148,123.0,s4999,4.0
19149,123.0,s4938,4.0
19150,123.0,s4316,4.0
19151,123.0,s2795,4.5
19152,123.0,s3760,4.0
19153,123.0,s3613,4.5
19154,123.0,s5769,4.0
19155,123.0,s288,4.5
19156,123.0,s1325,4.0
19157,123.0,s4572,4.0
19158,123.0,s5219,4.5
19159,123.0,s2378,4.0
19160,123.0,s8732,4.0
19161,123.0,s4137,3.5
19162,123.0,s322,4.0
19163,123.0,s2418,4.5
19164,123.0,s928,4.0
19165,123.0,s3814,4.5
19166,123.0,s3852,4.0
19167,123.0,s1753,3.5
19168,123.0,s7808,3.5
19169,123.0,s3425,4.5
19170,123.0,s2248,4.5
19171,123.0,s3343,3.5
19172,123.0,s368,3.5
19173,123.0,s2877,4.5
19174,123.0,s3458,4.0
19175,123.0,s5448,4.5
19176,123.0,s6041,3.5
19177,123.0,s5858,4.5
19178,123.0,s3608,4.0
19179,124.0,s2068,4.0
19180,124.0,s4704,4.5
19181,124.0,s4981,3.5
19182,124.0,s856,4.0
19183,124.0,s2389,3.0
19184,124.0,s1635,4.0
19185,124.0,s6764,4.5
19186,124.0,s598,4.5
19187,124.0,s6354,3.5
19188,124.0,s32,5.0
19189,124.0,s4553,3.5
19190,124.0,s758,4.0
19191,124.0,s5905,3.0
19192,124.0,s5402,4.0
19193,124.0,s7050,5.0
